sr,stop_id,stop_name,stop_desc,source,rank,stop_lat,stop_lon
3883,1058,lalbungalow,lalbungalow towards greenland,gps-logs-ghz|kodali-stops,2,17.43573,78.45191
3884,1063,lalbungalow,lalbungalow towards ameerpet,gps-logs-ghz|kodali-stops,2,17.43558,78.45208
3885,src5_2590,lalbungalow,"ameerpet road, greenlands, ameerpet, hyderabad",src5,3,17.43583,78.45241
3886,src5_2591,lalbungalow,,src5,3,17.43597,78.45225
3887,3553,laldarwaja,laldarwaj,gps-logs-ghz|kodali-stops,2,17.34682,78.47518
3888,3554,laldarwaja mode,,kodali-stops,5,17.35076,78.47264
3889,src5_2676,laldarwaja x road,,src5,3,17.35064,78.47263
3890,src5_2677,laldarwaja x road,"gowlipura road, rajpal nagar, lal darwaza, hyderabad",src5,3,17.35084,78.47273
3891,407,laldarwaza mod,,shakti-gtfs,5,17.35095,78.4726
3892,src5_2679,laldarwaza mode,"falaknuma road, rajpal nagar, shalibanda, hyderabad",src5,3,17.35159,78.47264
3893,2067,lalgadi malakpet,,shakti-gtfs,5,17.63196,78.60293
3894,src5_3616,lalguda railway quarters,,src5,3,17.43746,78.53379
3895,src5_3617,lalguda railway quarters,,src5,3,17.43759,78.53381
3896,src5_1451,lalitha nagar,"thyagaraya nagar, nagole, hyderabad",src5,3,17.36576,78.56313
3897,886,lalitha nagar ramnagar,,shakti-gtfs,5,17.41114,78.51461
3898,src5_3518,lalitha nagar x road,,src5,3,17.32836,78.52599
3899,src5_3519,lalitha nagar x road,,src5,3,17.32843,78.52613
3900,1432,lamba theatre,,shakti-gtfs,5,17.4488,78.4929
3901,src5_29,lambada thanda,aushapur (s p r) - vbit - kdm - adikeshava nagar - nemuragomala - nemuragomala thanda - dhayara - bandam - rayaraopet - jameelapet,src5,3,17.48404,78.72698
3902,265,lambadi thanda,,shakti-gtfs,5,17.63689,78.2298
3903,src5_453,lanco hills,"khajaguda, manikonda, hyderabad",src5,3,17.40923,78.37232
3904,src5_542,land mark tower,,src5,3,17.50592,78.36246
3905,src5_544,land mark tower,,src5,3,17.5059,78.36227
3906,src5_2511,landmark,"vijay nagar colony road, vijaynagar colony, aphb colony, vijaya nagar colony, hyderabad",src5,3,17.39438,78.45112
3907,1761,langar hauz,,shakti-gtfs,5,17.37822,78.42077
3908,src5_224,langar house,"osman sagar road, narsingi, hyderabad",src5,3,17.3856,78.35526
3909,src5_778,langer houz,,src5,3,17.3808,78.42181
3910,src5_780,langer houz,"langar house road, langar houz, hyderabad",src5,3,17.38071,78.42151
3911,src5_1912,lashkarguda,,src5,3,17.29703,78.6911
3912,src5_1913,lashkarguda,,src5,3,17.29716,78.69134
3913,879,lashkarguda,,shakti-gtfs,5,17.29904,78.6917
3914,src5_2723,latha talkies,,src5,3,17.38992,78.47002
3915,src5_2729,latha talkies,,src5,3,17.39018,78.4703
3916,node/728919366,latha talkies,,osm,4,17.39038,78.46863
3917,412,latha talkies,,shakti-gtfs,5,17.39013,78.47015
3918,1313,law college,law college towards arts college,gps-logs-ghz|kodali-stops,2,17.41524,78.52526
3919,1594,law college,law college towards ladies hostel,gps-logs-ghz|kodali-stops,2,17.41482,78.52473
3920,node/324870748,law college,,osm,4,17.41488,78.52506
3921,605,law college,,shakti-gtfs,5,17.41512,78.52555
3922,3563,laxma reddy palem,laxmareddy palem,gps-logs-ghz|kodali-stops,2,17.32068,78.62599
3923,3598,laxma reddy palem,laxmareddy palem,gps-logs-ghz|kodali-stops,2,17.32052,78.62657
3924,src5_1674,laxma reddy palem,"national highway 65, laxma reddy palem colony, hyderabad",src5,3,17.32051,78.62658
3925,18,laxma reddy palem,,shakti-gtfs,5,17.32073,78.62723
3926,src5_452,laxman nagar,"gulshan colony, friends colony, jai hind nagar colony, qutub shahi tombs, hyderabad",src5,3,17.39847,78.39383
3927,1340,laxmapur,,shakti-gtfs,5,17.66168,78.69661
3928,1017,laxmi nagar,laxmi nagar towards indra nagar,gps-logs-ghz|kodali-stops,2,17.46003,78.56441
3929,1024,laxmi nagar,laxmi nagar towards s p nagar,gps-logs-ghz|kodali-stops,2,17.46015,78.56403
3930,3877,laxmi nagar,laxmi nagar,gps-logs-ghz|kodali-stops,2,17.45599,78.50575
3931,3878,laxmi nagar,laxmi nagar a,gps-logs-ghz|kodali-stops,2,17.45623,78.50586
3932,src5_1513,laxmi nagar,"hb colony main road, laxmi nagar, moula ali, secunderabad",src5,3,17.46002,78.56429
3933,src5_1514,laxmi nagar,,src5,3,17.46086,78.56385
3934,src5_728,laxmi nagar,"gudi malkapur 'x' road, karol bagh society, laxmi nagar, mehdipatnam, hyderabad",src5,3,17.38772,78.42943
3935,src5_738,laxmi nagar,"inner ring road, balaji nagar, gudimalkapur, hyderabad",src5,3,17.38738,78.42977
3936,src5_741,laxmi nagar,"laxmi nagar colony, indira nagar, mehdipatnam, hyderabad",src5,3,17.38768,78.4294
3937,662,laxmi nagar,,shakti-gtfs,5,17.38779,78.42964
3938,2086,laxmi nagar safilguda,,shakti-gtfs,5,17.47105,78.54928
3939,1086,laxmiguda,,shakti-gtfs,5,17.30906,78.44934
3940,1091,laxminarayan colony,,shakti-gtfs,5,17.38988,78.55152
3941,src5_1673,laxmireddy palem,,src5,3,17.32077,78.62664
3942,3656,layola acadamy,layola acadamy,gps-logs-ghz|kodali-stops,2,17.50477,78.48761
3943,3661,layola acadamy,layola acadamy,gps-logs-ghz|kodali-stops,2,17.50497,78.48784
3944,3657,layola jr college,layola jrcollege,gps-logs-ghz|kodali-stops,2,17.50249,78.48429
3945,3660,layola jr college,layola jr college,gps-logs-ghz|kodali-stops,2,17.50274,78.4846
3946,480,lb nagar,lb nagar towords panama gardens,gps-logs-ghz|kodali-stops,2,17.34873,78.54901
3947,959,lb nagar,l b nagar towards sagar ring road,gps-logs-ghz|kodali-stops,2,17.34578,78.55033
3948,1852|442,lb nagar,lb nagar towards ntr nagar,gps-logs-ghz|kodali-stops,2,17.35008,78.54759
3949,src5_1452,lb nagar,,src5,3,17.3731,78.5476
3950,src5_3688,lb nagar,"snehapuri colony, saroornagar, hyderabad",src5,3,17.34991,78.5475
3951,src5_3691,lb nagar,"rtc colony road, suvidha arcade, rtc colony, lb nagar, hyderabad",src5,3,17.34861,78.54908
3952,src5_3806,lb nagar,,src5,3,17.34299,78.55629
3953,src5_3817,lb nagar,,src5,3,17.34637,78.5511
3954,src5_3818,lb nagar,,src5,3,17.34714,78.54995
3955,src5_3820,lb nagar,,src5,3,17.34574,78.55191
3956,src5_3822,lb nagar,,src5,3,17.34577,78.55047
3957,src5_3823,lb nagar,,src5,3,17.35261,78.5524
3958,node/2183029324,lb nagar,,osm,4,17.34866,78.54905
3959,node/2183029338,lb nagar,,osm,4,17.34585,78.5522
3960,node/2217960505,lb nagar,,osm,4,17.35001,78.54755
3961,node/4575180816,lb nagar,,osm,4,17.34702,78.55004
3962,212,lb nagar,,shakti-gtfs,5,17.34942,78.54812
3963,8246,lb nagar pushpak,lb nagar pushpak towards airport,gps-logs-ghz,2,17.34574,78.55038
3964,5900,lb nagar ring road,lb nagar ring road 300 towards uppal,gps-logs-ghz,2,17.34713,78.55128
3965,441,lb nagar ring road,lb nagar ringroad towards lb nagar,gps-logs-ghz|kodali-stops,2,17.34724,78.54985
3966,2088,lb nagar ring road,lb nagar ring road towards uppal,gps-logs-ghz|kodali-stops,2,17.34733,78.55148
3967,2513,lb nagar ring road,lb nagar ring road towards,gps-logs-ghz|kodali-stops,2,17.34639,78.55151
3968,src5_3816,lb nagar ring road,"national highway 65, chandrapuri colony, lb nagar, hyderabad",src5,3,17.3463,78.55169
3969,src5_3819,lb nagar ring road,,src5,3,17.34586,78.5515
3970,src5_3821,lb nagar ring road,"hayath nagar road, shivapuri colony, lb nagar, hyderabad",src5,3,17.34715,78.5498
3971,node/2183029331,lb nagar ring road,,osm,4,17.34622,78.55165
3972,node/2217960518,lb nagar ring road,,osm,4,17.34647,78.55085
3973,src5_1356,lb nagar ring road towards uppal ring road,"mohan nagar, vivekananda colony, lb nagar, hyderabad",src5,3,17.34598,78.55062
3974,src5_3813,lb nagar to uppal,"inner ring road, suvidha arcade, rtc colony, lb nagar, hyderabad",src5,3,17.34701,78.55112
3975,node/4575058291,lb nagar to uppal,,osm,4,17.3473,78.55151
3976,201,lb nagar x road,,shakti-gtfs,5,17.34655,78.55091
3977,3758,lb stadium,lb stadium towards liberty,gps-logs-ghz|kodali-stops,2,17.39892,78.47456
3978,src5_2927,lb stadium,"abids road, fateh maidan, basheer bagh, hyderabad",src5,3,17.39864,78.47433
3979,src5_2936,lb stadium,,src5,3,17.40131,78.47554
3980,src5_3966,lecturers colony,,src5,3,17.3313,78.5915
3981,src5_3967,lecturers colony,,src5,3,17.3314,78.5918
3982,src5_3981,lecturers colony entrance,"lecturers colony, west hanuman nagar, boduppal, hyderabad",src5,3,17.42169,78.59673
3983,src5_981,lemoor,"lemoor road, lemoor",src5,3,17.14183,78.51686
3984,1917,lemur,,shakti-gtfs,5,17.12594,78.5098
3985,559,lemur x road,,shakti-gtfs,5,17.1638,78.47689
3986,1873,lenin nagar,lenin nagar,gps-logs-ghz|kodali-stops,2,17.31574,78.52278
3987,1875,lenin nagar,lenin nagar towards,gps-logs-ghz|kodali-stops,2,17.31585,78.5226
3988,src5_3325,lenin nagar,"badangpet road, lenin nagar, meerpet, hyderabad",src5,3,17.31566,78.52263
3989,src5_3327,lenin nagar,,src5,3,17.31579,78.52269
3990,1771,lenin nagar x road,,shakti-gtfs,5,17.31549,78.52266
3991,8082,liberty,liberty to wards secbad,gps-logs-ghz,2,17.40776,78.47632
3992,884,liberty,liberty towards himayath nagar,gps-logs-ghz|kodali-stops,2,17.40635,78.47817
3993,893,liberty,liberty towards secretariat,gps-logs-ghz|kodali-stops,2,17.4071,78.47628
3994,1371,liberty,liberty towards nizam college,gps-logs-ghz|kodali-stops,2,17.40513,78.47688
3995,src5_2949,liberty,"hill fort, adarsh nagar, hyderabad",src5,3,17.40707,78.4762
3996,src5_2951,liberty,"hill fort road, hill fort, adarsh nagar, hyderabad",src5,3,17.40708,78.47586
3997,src5_2954,liberty,"himayat nagar road, gagan mahal, domalguda, himayatnagar, hyderabad",src5,3,17.40641,78.47804
3998,src5_2957,liberty,,src5,3,17.40547,78.47683
3999,src5_2958,liberty,,src5,3,17.40543,78.477
4000,node/3170114035,liberty,,osm,4,17.40748,78.4766
4001,node/3170114036,liberty,,osm,4,17.4071,78.47626
4002,node/3170114037,liberty,,osm,4,17.40556,78.47706
4003,41,liberty,,shakti-gtfs,5,17.40704,78.47689
4004,src5_2947,liberty mch office,"abids road, hill fort, adarsh nagar, hyderabad",src5,3,17.4075,78.47682
4005,src5_2948,liberty mch office,,src5,3,17.40753,78.47651
4006,src5_2950,liberty mch office,,src5,3,17.40714,78.47597
4007,1983,lic colony,,shakti-gtfs,5,17.36127,78.51285
4008,768,lidcap,lidcap towards khajaguda x roads,gps-logs-ghz|kodali-stops,2,17.4181,78.3884
4009,536,lidcap,,shakti-gtfs,5,17.41782,78.38921
4010,386,lig,lig to words rc puram,gps-logs-ghz,2,17.50384,78.29161
4011,393,lig,l.i.g to words  keerthi mahal,gps-logs-ghz,2,17.50402,78.29166
4012,133,lig,,shakti-gtfs,5,17.50429,78.2916
4013,src5_175,lig colony,"bharat heavy electricals limited, hyderabad",src5,3,17.50385,78.29152
4014,src5_176,lig colony,,src5,3,17.50433,78.29153
4015,src5_177,lig colony,"rc puram, mig phase 2 colony, bharat heavy electricals limited, hyderabad",src5,3,17.50376,78.29178
4016,src5_316,ligampalli,"gouthami nagar colony, jawahar colony, chanda nagar, hyderabad",src5,3,17.49514,78.31586
4017,src5_333,limgampally,,src5,3,17.49496,78.32397
4018,src5_324,lingampalli,,src5,3,17.49509,78.31801
4019,4594,lingampally,lingampally,gps-logs-ghz,2,17.49519,78.31724
4020,381,lingampally,lingampally to words junior college,gps-logs-ghz|kodali-stops,2,17.49499,78.31719
4021,398,lingampally,lingampally towards chandanagar,gps-logs-ghz|kodali-stops,2,17.495,78.31592
4022,777,lingampally,lingampally towards ashoknagar,gps-logs-ghz|kodali-stops,2,17.49436,78.3158
4023,src5_274,lingampally,"lingampally road, lingampally, sherilingampally, hyderabad",src5,3,17.48278,78.32027
4024,src5_309,lingampally,"national highway 65, kailash nagar, ramachandra puram, hyderabad",src5,3,17.49615,78.31498
4025,src5_312,lingampally,,src5,3,17.49614,78.31546
4026,src5_323,lingampally,"national highway 65, gangaram, chanda nagar, hyderabad",src5,3,17.49476,78.31715
4027,node/2166591621,lingampally,,osm,4,17.49449,78.31592
4028,node/2166591672,lingampally,,osm,4,17.49481,78.31699
4029,node/2166591673,lingampally,,osm,4,17.49441,78.31577
4030,node/4672021895,lingampally,,osm,4,17.4951,78.31598
4031,152,lingampally,,shakti-gtfs,5,17.49508,78.31627
4032,src5_322,lingampally police station,"lingampally road, tara nagar, chanda nagar, hyderabad",src5,3,17.49443,78.31596
4033,776,lingampally railway station,lingampally railway station towards lingampally,gps-logs-ghz,2,17.48359,78.31654
4034,906,lingampally railway station,lingampally railway station towards alind,gps-logs-ghz|kodali-stops,2,17.48287,78.32048
4035,907,lingampally railway station,lingampally railway station towards lingampally,gps-logs-ghz|kodali-stops,2,17.48365,78.32032
4036,src5_277,lingampally railway station,,src5,3,17.48304,78.32043
4037,node/1936294248,lingampally railway station,,osm,4,17.4837,78.31658
4038,node/2166591691,lingampally railway station,,osm,4,17.48362,78.31684
4039,node/3704169953,lingampally railway station,,osm,4,17.48288,78.31733
4040,node/3704169954,lingampally railway station,,osm,4,17.48291,78.32033
4041,node/3704169955,lingampally railway station,,osm,4,17.48304,78.32054
4042,163,lingampally railway station,,shakti-gtfs,5,17.48314,78.32041
4043,src5_279,lingampally station,"lingampally road, adarsh nagar, serilingampally, hyderabad",src5,3,17.48329,78.32035
4044,1149,lingapur thanda,,shakti-gtfs,5,17.63846,78.68739
4045,src5_352,lingarapalle,linga rao palli,src5,3,16.92467,78.38166
4046,src5_887,lions club shapur,"shapur nagar, azad nagar, jeedimetla, hyderabad",src5,3,17.51331,78.44756
4047,src5_2154,live life hospital,"road number 36, cbi colony, jubilee hills, hyderabad",src5,3,17.43741,78.40022
4048,src5_2156,live life hospital,,src5,3,17.4384,78.39976
4049,809,lokayuktha office,,shakti-gtfs,5,17.40423,78.47641
4050,1446,lothkunta,lothkunta towards alwal,gps-logs-ghz|kodali-stops,2,17.49384,78.51244
4051,1457,lothkunta,lothkunta towards lalbazar,gps-logs-ghz|kodali-stops,2,17.4918,78.51282
4052,src5_1217,lothkunta,,src5,3,17.49487,78.51289
4053,src5_1220,lothkunta,"siddipet road, venture 1, lothukunta, alwal, secunderabad",src5,3,17.49393,78.5128
4054,src5_1221,lothkunta,"siddipet road, laxmi nagar, alwal, secunderabad",src5,3,17.49352,78.51248
4055,src5_1226,lothkunta,"siddipet road, vaishnavi arcade, rudra nagar colony, alwal, secunderabad",src5,3,17.49174,78.51286
4056,582,lothkunta,,shakti-gtfs,5,17.49266,78.51255
4057,src5_1198,loyola academy,"manjeera colony, spring fields colony, alwal, secunderabad",src5,3,17.50473,78.48758
4058,src5_1199,loyola academy,,src5,3,17.5049,78.48758
4059,838,loyola academy,,shakti-gtfs,5,17.50492,78.4877
4060,src5_1214,loyola junior college,,src5,3,17.50242,78.48389
4061,1337,loyola junior college,,shakti-gtfs,5,17.50242,78.48399
4062,src5_486,lumbini avenue,"hitech city main road, diamond hills, lumbini avenue, hitec city, hyderabad",src5,3,17.43554,78.37459
4063,src5_488,lumbini avenue,"hitech city main road, diamond hills, lumbini avenue, gachibowli, hyderabad",src5,3,17.43515,78.3743
4064,708,lumbini park,,shakti-gtfs,5,17.41138,78.47122
4065,1152,lunger house,lunger house towards tk bridge,gps-logs-ghz|kodali-stops,2,17.37825,78.42094
4066,1186,lunger house,lunger house towards nanal nagar,gps-logs-ghz|kodali-stops,2,17.37814,78.4206
4067,374,lv prasad,lv prasad towards annapurna,gps-logs-ghz|kodali-stops,2,17.42357,78.42773
4068,405,lv prasad,lv prasad  towards  tv9 masjeed,gps-logs-ghz|kodali-stops,2,17.42367,78.42744
4069,src5_2314,lv prasad,"kaifi azmi road, venkat nagar, banjara hills, hyderabad",src5,3,17.42342,78.42766
4070,src5_2318,lv prasad,"kaifi azmi road, park view enclave, jubilee hills, hyderabad",src5,3,17.42368,78.42754
4071,node/660916060,lv prasad,,osm,4,17.4235,78.42761
4072,8,lv prasad eye hospital,,shakti-gtfs,5,17.42309,78.42661
4073,src5_1607,m.b. dargah,"amberst road, badshahpet, secunderabad",src5,3,17.529,78.543
4074,src5_1608,m.b. dargah,,src5,3,17.52896,78.5428
4075,src5_1224,m.g. nagar,"bollaram station road, m.g.nagar colony, surya nagar, bolarum, secunderabad",src5,3,17.51824,78.50942
4076,src5_3156,m.g. road,,src5,3,17.43908,78.4884
4077,src5_3157,m.g. road,,src5,3,17.43918,78.48847
4078,src5_2273,m.m. pahadi,,src5,3,17.35188,78.4283
4079,src5_2274,m.m. pahadi,,src5,3,17.3518,78.42896
4080,src5_2824,m.m.r. gardens,"sri sai enclave, old bowenpally, secunderabad",src5,3,17.47982,78.47346
4081,src5_3559,m.r.o. office,"doctors colony, jb colony, saroornagar, hyderabad",src5,3,17.35932,78.53647
4082,src5_1888,m.r.o. office yacharam,,src5,3,17.05505,78.66622
4083,src5_1223,macha bolarum,"select talkies lane, machabollaram, bolarum, secunderabad",src5,3,17.51472,78.51326
4084,src5_1225,macha bolarum,,src5,3,17.5157,78.51318
4085,3943,macha bollaram,macha bollarams,gps-logs-ghz,2,17.51604,78.51312
4086,1150,macha bollaram,,shakti-gtfs,5,17.5165,78.51313
4087,1422,madannapet,,shakti-gtfs,5,17.35682,78.49989
4088,src5_3205,madannapet koti,"santosh nagar - sayeedabad road, uppar guda, madannapet, hyderabad",src5,3,17.3613,78.50425
4089,660,madanpally,,shakti-gtfs,5,17.19881,78.32239
4090,1117,maddur x road,,shakti-gtfs,5,17.21713,78.22566
4091,src5_2076,madhapur,"hitech city road, megha hills, sri sai nagar, madhapur, hyderabad",src5,3,17.44116,78.39133
4092,src5_2570,madhapur,"punjagutta officers colony, madhapur, hyderabad",src5,3,17.4268,78.45248
4093,src5_523,madhapur,,src5,3,17.45375,78.37913
4094,4,madhapur,,shakti-gtfs,5,17.44378,78.38732
4095,2306,madhapur bhongir,,shakti-gtfs,5,17.62758,78.77313
4096,src5_2071,madhapur hitech theatre,"vip hills, sri sai nagar, madhapur, hyderabad",src5,3,17.44382,78.38741
4097,src5_2075,madhapur hitech theatre,,src5,3,17.44467,78.3864
4098,318,madhapur image hospital,madhapur image hospital towards hitex silparamam,gps-logs-ghz|kodali-stops,2,17.44648,78.38487
4099,src5_2051,madhapur image hospital / nift,,src5,3,17.44619,78.38542
4100,2309,madhapur narsapur,,shakti-gtfs,5,17.69464,78.28471
4101,328,madhapur nift,madhapur nift towards madhapur petrol bunk,gps-logs-ghz|kodali-stops,2,17.44389,78.38726
4102,317,madhapur petrol bunk,madhapur petrol bunk to words  madhapur hift,gps-logs-ghz|kodali-stops,2,17.44093,78.39126
4103,329,madhapur petrol bunk,madhapur petrol bunk to words madhapur  ps,gps-logs-ghz|kodali-stops,2,17.44111,78.39139
4104,src5_2077,madhapur petrol bunk,,src5,3,17.44087,78.39151
4105,node/349267769,madhapur petrol pump,,osm,4,17.44112,78.39145
4106,node/349267780,madhapur petrol pump,,osm,4,17.44098,78.39132
4107,105,madhapur petrol pump,,shakti-gtfs,5,17.4411,78.39139
4108,src5_2080,madhapur police station,"opposite to madhapur police station, hitech city road, sri rama colony, madhapur, hyderabad",src5,3,17.43946,78.39589
4109,src5_2157,madhapur police station,"hitech city road, sri rama colony, madhapur, hyderabad",src5,3,17.43887,78.3975
4110,node/1365115101,madhapur police station,,osm,4,17.43905,78.39704
4111,2081,madhapur police station,,shakti-gtfs,5,17.43941,78.39618
4112,316,madhapur ps,madhapur ps towards  peddamma gudi,gps-logs-ghz|kodali-stops,2,17.43933,78.39641
4113,331,madhapur ps,madhapur  ps  towards  madhapur,gps-logs-ghz|kodali-stops,2,17.43944,78.39594
4114,1964,madhapur x road,,shakti-gtfs,5,17.64774,78.74464
4115,node/4706061589,madhapur-hi tech city-kondapur,,osm,4,17.43954,78.39593
4116,src5_2301,madhipatnam nanala nagar,,src5,3,17.39594,78.42868
4117,1420,madhuban colony,madhuban colony,gps-logs-ghz|kodali-stops,2,17.30135,78.43795
4118,1422,madhuban colony,madhuban colony towards kattedan,gps-logs-ghz|kodali-stops,2,17.30124,78.43835
4119,src5_664,madhuban colony,,src5,3,17.30133,78.43822
4120,src5_665,madhuban colony,,src5,3,17.30138,78.43806
4121,1333,madhuban colony,,shakti-gtfs,5,17.30084,78.4341
4122,src5_3504,madhurapuri colony,"visaka nagar, almasguda, hyderabad",src5,3,17.31358,78.53308
4123,src5_3908,madhusudhan bhawan,,src5,3,17.46979,78.57238
4124,1404,madina,madina towards city college,gps-logs-ghz|kodali-stops,2,17.36848,78.4738
4125,src5_2865,madina,,src5,3,17.36846,78.47378
4126,46,madina,,shakti-gtfs,5,17.36879,78.47622
4127,src5_1967,madinaguda,,src5,3,17.49528,78.3392
4128,src5_1969,madinaguda,,src5,3,17.49545,78.33738
4129,src5_1970,madinaguda,"service road, ramakrishna nagar, madinaguda, hafeezpet, hyderabad",src5,3,17.49497,78.3406
4130,src5_1973,madinaguda,"sri durga colony, miyapur, hyderabad",src5,3,17.49538,78.34074
4131,src5_1975,madinaguda,,src5,3,17.4951,78.34306
4132,src5_1976,madinaguda,,src5,3,17.49479,78.34469
4133,src5_1977,madinaguda,"service road, viswaswara nagar colony, tiwari nagar, miyapur, hyderabad",src5,3,17.49504,78.34571
4134,src5_90,mahalingapuram bus stand,"shankarpalli - nawabpet - vikarabad road, mahalingapuram",src5,3,17.46884,78.08646
4135,src5_2289,maharaja ranjeet,,src5,3,17.35586,78.43409
4136,src5_2290,maharaja ranjeet,"mir mehamood pahadi road, maharaja ranjeet singh nagar, hyderabad",src5,3,17.35573,78.43412
4137,1323,maharajpet village,,shakti-gtfs,5,17.4058,78.22519
4138,4062,maharajpet x road,maharajpet x road,gps-logs-ghz,2,17.41863,78.2242
